Charleville , 52.3524831,-8.6839169559427
Clonakilty , 51.6229346,-8.8870112
Cobh Town Park , 51.8500947,-8.294279
Courtmacsherry , 51.6335357,-8.6995151
Douglas , 37.74715655,-122.438889552232
Dunmanway , 51.7202004,-9.1126898
Fermoy Town Park , 52.138155,-8.2748931
Garryvoe , 51.8585259,-8.003274
Glanmire , 51.9181442,-8.3962944
Goleen , 51.493889,-9.709167
Kanturk , 52.1794509,-8.91146280044043
Kinsale , 43.89301205,-79.0459363511364
Leap , 51.58216,-9.1357131184345
Macroom , 51.9024219,-8.96220132441322
Mallow , 37.76137865,-79.9954984388401
Midleton Park Street , 51.9142741,-8.1700962
Millstreet , 52.0608517,-9.0645308
Monkstown , 51.847404,-8.3356069
Newmarket , 43.07249915,-70.9500750795509
Rosscarbery , 51.579156,-9.02892544993922
Schull , 51.5265289,-9.54425916451558
Skibbereen , 51.5545747,-9.2626633
Union Hall , 34.726265,-81.6832229
Whitegate , 42.7346256,-71.4430709491603
Youghal Blackwater Heights , 51.9603665,-7.8579839
Butler Centre Community Centre , 39.34841395,-84.3842921500302
People's Park, 53.03030685,-7.28894344919989
Ardmore , 34.7215684,-86.6346239
Cappoquin , 52.1467269,-7.8504234
Dungarvan , 52.09272795,-7.61798066870059
Lismore , 52.13785045,-7.93316676862149
Portlaw , 52.29041895,-7.3145564385679
Tallow , 52.0925267,-8.0092082
Carrick-on Suir , 52.34831695,-7.41139993422592
Carrick-on Suir , 52.34831695,-7.41139993422592
Cashel , 52.65017085,-7.24662616605662
Clonmel , 53.354308,-6.2584501036621
Clonmel , 53.354308,-6.2584501036621
Birr , 53.09455815,-7.90902206556932
Birr Mill Island , 53.0965843,-7.9108738
Clara Erry Mill , 53.3418839,-7.6159073
Edenderry Town , 54.4241327,-6.4412134
Edenderry Killane , 53.335556,-7.071944
Ardsallagh , 54.09018445,-8.52102321181857
Boyle Church View , 53.970964,-8.29584321049377
Boyle Plunkett Avenue , 53.970964,-8.29584321049377
Castlerea , 53.7664969,-8.487153
Cloonbrackna , 53.6331342,-8.19363139012219
Lisnamult , 53.62184135,-8.20213438533968
Lough Key , 53.9854897,-8.2357379
Monksland , 53.4208984,-7.93667025062611
Portrunny , 53.59025845,-8.05906611167423
Carrick on Shannon , 53.9489387,-8.0808287636382
Carrick on Shannon , 53.9489387,-8.0808287636382
Drumshanbo , 54.0473376,-8.0395683
Fenagh , 54.89036365,-6.35118753030594
Glenfarne , 54.2853841,-8.0014707
Manorhamilton , 54.3040414,-8.1754431
Manorhamilton , 54.3040414,-8.1754431
Arva , 43.0374036,-81.2703019119318
Bailieborough , 53.9168576,-6.9707125
Ballyconnell , 54.116667,-7.583333
Ballyjamesduff , 53.8639055,-7.2061572
Belturbet , 54.10334715,-7.44067157154535
Blacklion , 54.2885553,-7.90190324244218
Cavan Town Cathedral Road , 54.00003635,-7.35837066170932
Cootehill , 54.07132895,-7.07968806406949
Killeshandra , 54.0104669,-7.5260521
Kilnaleck , 53.8612489,-7.3201437
Kingscourt , 51.728938,-2.2285046
Lough Gowna , 53.85573585,-7.51609245663878
Sherlock , 36.4455892,-100.2240237
Swanlinbar , 54.194722,-7.704444
Templeport , 54.1223932,-7.67448851206407
Granard, 47.2823892,3.8232548
Athlone , 53.43267805,-7.94537950793353
Athlone Sarsfield , 53.43267805,-7.94537950793353
Ballybay Town Park , 54.1279992,-6.9028752
Glaslough , 54.31887145,-6.89729314636356
Newbliss , 54.157644,-7.1369094
Rockcorry , 54.116667,-7.016667
Ashbourne , 51.4175121,-0.1541392
Athboy , 53.6227768,-6.9185291
Duleek , 53.66293305,-6.41725499544788
Dunboyne , 53.41817145,-6.4758735620173
Dunshaughlin , 53.51084125,-6.54607663954948
Kells- Lloyd , 53.7335004,-6.9068137
Navan Borreen Keel , 53.65219,-6.6806823
NavanClogherboy , 53.65219,-6.6806823
Ratoath , 53.5091509,-6.4690819
Dundalk St.Helena Park , 39.2564965,-76.5282966
Athy , 52.9920585,-6.9776314
Celbridge Willowbrook Park , 53.3480723,-6.54967167908597
Kildare Derrinturn , 53.341667,-6.941111
Leixlip Sports Centre , 53.34937025,-6.51474073906985
Maynooth Harbour field , 53.37898965,-6.58914735950327
Naas Monread Park , 53.2325999,-6.65501654829078
Naas church , 51.7509097,-2.5747982
Abbeyleix Heritage House , 52.91823235,-7.34602222444089
Mountmellick Willow Grove , 53.1132617,-7.3168578
Callan The Fair Green , 52.5415701,-7.3910032
Fr.McGrath Centre , 7.2145532,124.248645861717
Mooncoin , 52.29502675,-7.25921550837571
Mullinavat , 52.3680332,-7.1713844
Thomastown , -37.6758771,144.993064181877
Duncannon , 52.2194077,-6.92150467278406
Enniscorthy Riverside , 52.5038089,-6.57359993446907
Gorey Courtown , 52.67710965,-6.27162945409571
Gorey Park , 52.6781475,-6.30805925638805
New Ross Town Park , 52.399691,-6.95128408444159
New Ross Rosbercon , 52.399691,-6.95128408444159
Wellington Bridge , 53.3544448,-6.2588808
Wexford Maudlintown , 52.3290814,-6.45119848131313
Wexford Belvedere , 52.33604705,-6.47632621454727
Wexford Ferndale , 52.34241695,-6.47161710572541
Wexford Ferrybank , 52.34241695,-6.47161710572541
Bagenalstown , 52.7017175,-6.96021424943724
Borris , 53.03030685,-7.28894344919989
Carlow Town Town Park , 52.8486426,-6.9157457
Carlow Town , 52.83885475,-6.9363338836653
Arklow , 52.7943942,-6.16477393467619
Blessington , 53.17349065,-6.53238055086656
Bray , 51.48897875,-0.717680090983291
Bray , 51.48897875,-0.717680090983291
Bray , 51.48897875,-0.717680090983291
Bray , 51.48897875,-0.717680090983291
Charlesland , 53.14066535,-6.0588325012244
Greystones , 53.36823975,-1.50840375956893
Kilcoole , 53.1147021,-6.0522259
Kilmacanogue , 53.1694272,-6.14011871767943
Newcastle , -32.9610726,151.6179439
Artane Casino , 53.3610447,-6.2603072
Ballsbridge Herbert Pk , 53.3282784,-6.2346402
Ballyfermot , 53.3405568,-6.34186424342414
Ballyfermot Markievicz Park , 53.3405568,-6.34186424342414
Ballymun Albert College Park , 53.36052685,-6.25633714713687
Ballymun Balbutcher Lane(1) , 53.4026176,-6.2731783
Ballymun Balbutcher Lane(2) , 53.4026176,-6.2731783
Ballymun Balcurris Park , 53.40413985,-6.27278335593782
Ballymun Coultry Park , 53.36052685,-6.25633714713687
Ballymun Silloge Avenue , 53.36957685,-6.25983923607231
Bluebell Bluebell Park , 53.3405568,-6.34186424342414
CabraVentry Park , 53.35608855,-6.27235733733311
Coolock Cromcastle Court Kilmore , 53.3954042,-6.2164749
Cumberland Avondale House , 39.62287515,-78.76091445
Darndale Community Centre , 53.36498295,-6.182677236116
Darndale Park , 53.3699101,-6.1727712
Drumcondra Griffith Park , 53.3750597,-6.2508294
Fairview Fairview Park , 41.4366156,-81.8603335999412
Finglas Mellowes Park , 53.39134195,-6.30556627107023
Harold's Cross Harold's Cross Park , 53.32463555,-6.27894686497148
Inchicore Jim Mitchell Park , 53.3661446,-6.33277099090915
Islandbridge Island Bridge Court , 53.3483357,-6.3091719
Markievicz House , 53.3544448,-6.2588808
Merrion Square , 38.7823914,-121.3617403
Mountjoy Square Park , 53.35649125,-6.2565077637597
Raheny St.Annes Park , 53.37211795,-6.1771040874904
Rathmines Belgrave Square Park , 53.3232919,-6.2609916
Rathmines Tranquilla Park , 53.31312355,-6.25636255
Rialto Fatima Mansions , 53.32496175,-6.29055646854476
Ringsend Ringsend Park , 53.3438913,-6.2283654
Sheriff Street , 40.71128825,-73.9863208682297
South Docks , 51.7247755,-2.48126093693564
Terenure Bushy Park , 53.31417935,-6.29059960694225
Terenure Neagh Road , 53.31417935,-6.29059960694225
Whitehall Ellenfield Park , 53.36052685,-6.25633714713687
Blackrock Park , 53.2845902,-6.1745684
Cabinteely , 53.2610647,-6.15753157264151
Library Road , 50.7483487,-1.87027736158588
Loreto Park , 52.65017085,-7.24662616605662
Loughlinstown , 53.2586852,-6.13839169032642
Marlay , 53.47276295,-8.5050461072429
Peoples park , 53.03030685,-7.28894344919989
Corkagh Park , 53.33733265,-6.4561614265332
Lucan Griffen Valley , 53.3466203,-6.43835371495691
Tymon Park Greenhills Rd , 53.2890667,-6.3576157
Balbriggan Ardgillan Castle , 53.58517965,-6.15658650076712
Blanchardstown Millennium Park , 53.3914038,-6.37451170145961
Donabate Newbridge Demesne , 53.48664215,-6.17332153087758
Fortlawn Fortlawn Community Centre , 53.40515,-6.3939449
Malahide Malahide Castle , 53.4431937,-6.1255076
Malahide Yellow Walls Road , 53.45592955,-6.17960793230422
Mulhuddart Mulhuddart Community Centre , 53.3914038,-6.37451170145961
Santry Santry Demesne , 53.39857435,-6.24750820209152
Skerries Red Island , 53.58547685,-6.10205072978049
